Bin_ID,ELectoral_Area,Bin_Type,Irish_X,Irish_Y
WMS4052,BEAUMONT E,Cast Iron,317839.8232,237931.0197
WMS3620,RAHENY-ST.ASSAM,Class B,322473.26,237865.6679
WMS2297,KILMORE D,Class B,318804.378,239245.572
WMS0496,ROYAL EXCHANGE A,Class A,315340.1252,233998.7231
WMS3575,BALLYGALL A,Class B,313286.5351,238867.2229
WMS0396,EDENMORE,Class A,320933.8668,239138.605
WMS2693,BOTANIC A,Class B,315136.5882,237579.8365
WMS0271,NORTH CITY,Class A,315612.2486,234582.4518
WMS2762,CABRA EAST C,Class B,313788.9207,235902.3713
WMS3225,TERENURE B,Class B,314501.6722,230405.4178
WMS2508,CLONTARF EAST E,Class B,320137.3088,237623.3168
WMS2619,RAHENY-ST.ASSAM,Class B,322787.5393,238156.1145
WMS0215,NORTH CITY,Class A,315953.64,234544.1172
WMS2844,BOTANIC A,Class B,315360.6212,237167.1912
WMS0146,MOUNTJOY A,Class A,316309.2045,234796.7522
WMS0168,NORTH CITY,Class A,316010.0532,234697.142
WMS0016,BALLYMUN D,Class A,315528.3444,239734.1574
WMS0368,NORTH CITY,Class A,315919.7929,234405.7408
WMS3535,DRUMCONDRA SOUTH C,Class B,316017.4229,237438.7626
WMS2618,RAHENY-FOXFIELD,Class B,322940.0966,238271.1824
WMS4530,DRUMFINN,Cast Iron,309793.4988,233695.2844
WMS4253,NORTH CITY,Cast Iron,316215.4076,234849.4674
WMS0582,WOOD QUAY A,Class A,315247.3643,233370.0146
WMS1146,ROYAL EXCHANGE A,Bigbelly Bin,315433.5384,234173.427
WMS0738,MANSION HOUSE B,Class A,316193.4074,233260.4317
WMS4008,BALLYGALL A,Cast Iron,313264.2145,239088.4958
WMS3086,PEMBROKE EAST E,Class B,318156.894,232306.7912
WMS4614,SAINT KEVINS,Cast Iron,316109.4687,233087.2301
WMS4167,NORTH DOCK C,Cast Iron,316876.8313,234728.5564
WMS3014,PEMBROKE WEST A,Class B,317848.9898,233780.0433
WMS0594,MERCHANTS QUAY B,Class A,315120.4784,233836.0354
WMS0063,CLONTARF EAST B,Class A,321574.469,236588.6194
WMS2205,WHITEHALL B,Class B,316460.7491,238589.5099
WMS0166,NORTH CITY,Class A,316025.3301,234703.3385
WMS2546,CLONTARF WEST C,Class B,318384.3486,237288.1643
WMS2493,RAHENY-ST.ASSAM,Class B,322402.6967,238356.768
WMS0557,ROYAL EXCHANGE A,Class A,315640.0045,233966.5755
WMS3467,GRANGE A,Class B,321563.7626,240643.0565
WMS0676,MANSION HOUSE B,Class A,316231.6632,233450.7828
WMS2828,CABRA EAST C,Class B,314089.3646,235497.4797
WMS4177,MOUNTJOY B,Cast Iron,315899.7332,235562.3294
WMS0601,MANSION HOUSE A,Class A,316317.819,234255.3386
WMS4102,RAHENY-ST.ASSAM,Cast Iron,321940.5396,238173.883
WMS4010,BALLYGALL A,Cast Iron,313196.9566,239073.9495
WMS0158,NORTH CITY,Class A,316201.8869,234752.8596
WMS2039,FINGLAS SOUTH A,Class B,311936.6995,239097.1574
WMS4582,ROTUNDA B,Cast Iron,315225.1464,234593.8799
WMS2066,BALLYMUN F,Class B,314157.0074,239462.8525
WMS1092,ARRAN QUAY C,Bigbelly Bin,314738.7592,234628.6566
WMS1122,NORTH CITY,Bigbelly Bin,316024.6057,234428.911
WMS4528,DRUMFINN,Cast Iron,309832.794,233696.3699
WMS2118,BALLYGALL B,Class B,314502.1143,238835.4605
WMS1069,RAHENY-ST.ASSAM,Bigbelly Bin,321563.4906,238197.8504
WMS0346,NORTH CITY,Class A,315344.6322,234521.7415
WMS1111,NORTH CITY,Bigbelly Bin,315491.6769,234247.4831
WMS0932,PEMBROKE WEST C,Bigbelly Bin,316786.3801,232871.9199
WMS0017,BALLYMUN D,Class A,315530.6887,239705.029
WMS4335,SOUTH DOCK,Cast Iron,316787.1721,233153.8246
WMS4299,ROTUNDA B,Cast Iron,315262.4423,234800.4052
WMS2861,MOUNTJOY B,Class B,316217.9062,235635.7312
WMS3528,WHITEHALL B,Class B,316832.1583,238931.3608
WMS0197,NORTH DOCK C,Class A,316435.1262,234524.8884
WMS2135,BALLYGALL C,Class B,314685.9379,238850.6119
WMS4054,BEAUMONT E,Cast Iron,318158.4411,237952.927
WMS2773,CABRA WEST C,Class B,313646.0119,235738.2444
WMS4608,SAINT KEVINS,Cast Iron,316213.3975,232756.8966
WMS2945,INNS QUAY C,Class B,315103.4894,234598.1208
WMS1349,KIMMAGE D,Class A,313797.5012,231414.5904
WMS2345,KILMORE D,Class B,319608.1934,239374.9782
WMS3501,CABRA EAST A,Class B,314777.3067,235991.8634
WMS4388,SOUTH DOCK,Cast Iron,316888.2114,233533.1905
WMS1100,MERCHANTS QUAY B,Bigbelly Bin,314900.2877,233925.4022
WMS2543,CLONTARF WEST D,Class B,318026.9122,236712.7895
WMS1320,WHITEHALL C,Class A,316766.5698,239839.816
WMS2825,CABRA EAST C,Class B,313656.3077,235310.0714
WMS2916,ARRAN QUAY C,Class B,314249.1163,234337.1414
WMS2204,WHITEHALL A,Class B,316441.4891,238574.398
WMS4570,DECIES,Cast Iron,310348.1276,233377.3228
WMS0384,NORTH CITY,Class A,315674.1532,234468.5425
WMS0098,INNS QUAY A,Class A,315810.7943,235800.264
WMS0646,ROYAL EXCHANGE A,Class A,315812.6435,233978.4969
WMS4371,SOUTH DOCK,Cast Iron,316938.4893,232981.123
WMS2914,ARRAN QUAY A,Class B,315055.0692,235800.62
WMS3263,KIMMAGE D,Class B,313801.3853,231015.62
WMS2990,WOOD QUAY A,Class B,315133.3825,233340.6704
WMS2743,BALLYGALL A,Class B,313771.9251,238202.6212
WMS2715,DRUMCONDRA SOUTH C,Class B,315582.8098,237585.3517
WMS3005,CLONTARF EAST D,Class B,319535.4628,236449.4696
WMS0369,NORTH CITY,Class A,315920.9668,234499.3105
WMS2137,BALLYGALL B,Class B,314277.5401,238817.1399
WMS3376,INCHICORE B,Class B,310736.8843,232125.1201
WMS0053,CLONTARF EAST B,Class A,320704.8342,235798.6906
WMS3428,DRUMFINN,Class B,309381.5915,233909.2026
WMS4244,ROTUNDA A,Cast Iron,315792.5898,235283.7806
WMS3441,DECIES,Class B,310110.9659,233241.3012
WMS2580,GRACE PARK,Class B,317223.5195,237569.7435
WMS3173,RATHMINES EAST C,Class B,316544.1562,230397.7765
WMS0483,ROYAL EXCHANGE A,Class A,315971.4252,234051.3134
WMS4190,ARRAN QUAY C,Cast Iron,314445.1501,234469.91
WMS4445,PEMBROKE WEST B,Cast Iron,317864.0327,232408.2091
WMS2136,BALLYGALL B,Class B,314346.5378,238794.1014
WMS2658,CLONTARF EAST C,Class B,319793.4672,237025.4308
WMS4538,DRUMFINN,Cast Iron,309654.4971,233708.6599
WMS4400,MANSION HOUSE A,Cast Iron,316584.4117,233891.7386
WMS4228,MOUNTJOY B,Cast Iron,316139.9477,235194.1812
WMS4494,MERCHANTS QUAY B,Cast Iron,315025.1837,233553.9172
WMS4218,ROTUNDA A,Cast Iron,315719.6615,235247.8322
WMS1009,ROTUNDA B,Class A,315794.4772,234974.4372
WMS1119,NORTH CITY,Bigbelly Bin,315868.7058,234365.3832
WMS3355,KIMMAGE E,Class B,312757.7681,230572.5021
WMS2273,BEAUMONT B,Class B,318052.4767,238701.8414
WMS3346,CRUMLIN B,Class B,313066.8533,232274.2797
WMS0357,NORTH CITY,Class A,315400.5881,234297.0745
WMS4047,BEAUMONT B,Cast Iron,318546.2858,238768.5017
WMS3215,RATHFARNHAM,Class B,314441.5963,230033.0496
WMS0662,ROYAL EXCHANGE A,Class A,315787.2987,233921.0056
WMS3378,INCHICORE B,Class B,311013.5352,232310.0478
WMS4198,ARRAN QUAY E,Cast Iron,314229.2249,235000.997
WMS0133,MOUNTJOY A,Class A,316505.4955,234854.1418
WMS4287,MOUNTJOY A,Cast Iron,316359.622,234849.9939
WMS3033,PEMBROKE EAST C,Class B,319050.0328,232433.7365
WMS3227,TERENURE A,Class B,314607.9998,230918.8653
WMS0482,ROYAL EXCHANGE A,Class A,315937.7963,234052.4548
WMS2474,HARMONSTOWN B,Class B,320050.5767,238415.3786
WMS3095,PEMBROKE WEST B,Class B,317268.141,231950.7366
WMS3496,RATHFARNHAM,Class B,315336.398,230000.1056
WMS0338,ROTUNDA B,Class A,315363.0387,234683.0445
WMS4411,MANSION HOUSE A,Cast Iron,316159.2996,234352.6111
WMS0531,ROYAL EXCHANGE A,Class A,315730.3686,234255.3225
WMS2268,BEAUMONT B,Class B,317865.6915,238864.4534
WMS2862,MOUNTJOY B,Class B,316039.3013,235695.3286
WMS0383,NORTH CITY,Class A,315665.1956,234466.85
WMS1655,MERCHANTS QUAY C,Class A,314256.6634,233532.5593
WMS4062,PRIORSWOOD A,Cast Iron,319280.3015,240662.3204
WMS0809,MANSION HOUSE B,Class A,316108.2819,233896.7002
WMS2414,EDENMORE,Class B,320970.8366,239362.8891
WMS1060,WOOD QUAY A,Class A,315185.9729,233636.1509
WMS2981,SAINT KEVINS,Class B,315495.4526,232590.737
WMS0188,NORTH CITY,Class A,316129.5067,234488.2352
WMS0604,ROYAL EXCHANGE B,Class A,315694.7094,233703.1333
WMS4332,MANSION HOUSE B,Cast Iron,316564.163,233325.2618
WMS1067,WHITEHALL C,Bigbelly Bin,316786.3016,239899.4364
WMS4351,MANSION HOUSE B,Cast Iron,316412.5235,233088.0604
WMS3174,RATHMINES EAST C,Class B,316552.4194,230367.1087
WMS2789,ASHTOWN B,Class B,311603.9387,236761.2684
WMS3382,CRUMLIN B,Class B,313076.4319,232640.0727
WMS3193,RATHFARNHAM,Class B,315333.3855,229978.6256
WMS3444,PEMBROKE EAST E,Class B,317929.7636,232416.8858
WMS4389,SOUTH DOCK,Cast Iron,316964.8017,233490.9676
WMS0132,MOUNTJOY A,Class A,316519.7238,234847.1813
WMS2213,WHITEHALL B,Class B,316490.6584,238927.4348
WMS0018,BALLYMUN C,Class A,315536.8929,239640.7396
WMS0109,MOUNTJOY A,Class A,316391.1478,234661.5785
WMS0909,PEMBROKE WEST C,Bigbelly Bin,317359.5047,233234.5744
WMS6065,BALLYMUN F,Class B,314139.8544,239452.1811
WMS3417,CHAPELIZOD,Class B,310487.608,233662.7668
WMS2941,INNS QUAY C,Class B,315230.4564,234785.3819
WMS0085,BALLYBOUGH B,Class A,315854.098,235837.3617
WMS4402,MANSION HOUSE A,Cast Iron,316687.9723,234141.3172
WMS3078,PEMBROKE EAST E,Class B,318850.675,231587.6332
WMS0228,NORTH CITY,Class A,315864.1,234860.2935
WMS0765,SAINT KEVINS,Class A,315462.8473,232454.9338
WMS2973,PEMBROKE WEST A,Class B,317579.1319,233837.8552
WMS0607,ROYAL EXCHANGE B,Class A,315744.1802,233630.6309
WMS3264,TERENURE B,Class B,313470.8664,230390.235
WMS0416,NORTH CITY,Class A,315945.1056,234941.4105
WMS2033,FINGLAS NORTH B,Class B,312395.7028,239030.0905
WMS2583,CLONTARF WEST D,Class B,317672.4784,236314.3992
WMS2316,CLONTARF WEST A,Class B,319413.9747,238413.0852
WMS0737,MANSION HOUSE B,Class A,316180.9969,233234.2704
WMS2520,CLONTARF WEST A,Class B,319478.4202,238223.7479
WMS0002,BALLYMUN D,Class A,315517.3597,239577.0881
WMS0849,MANSION HOUSE A,Class A,316890.7492,233992.1134
WMS0389,NORTH CITY,Class A,315705.382,234338.0805
WMS2937,INNS QUAY C,Class B,315335.4509,234985.1523
WMS2901,NORTH DOCK B,Class B,317602.9178,234806.4163
WMS0897,PEMBROKE EAST C,Bigbelly Bin,319530.3676,232052.6288
WMS4126,CABRA EAST C,Cast Iron,313749.0504,235301.1558
WMS3037,PEMBROKE EAST B,Class B,318644.1219,233147.0522
WMS2946,INNS QUAY C,Class B,315074.2043,234330.2206
WMS2254,WHITEHALL D,Class B,317102.4322,238230.4278
WMS3234,RATHMINES WEST F,Class B,315060.0927,231320.1492
WMS1151,ROYAL EXCHANGE A,Bigbelly Bin,315974.7469,234187.248
WMS1179,MOUNTJOY A,Class A,316411.0464,234827.3186
WMS3397,INCHICORE A,Class B,311892.5169,233475.0498
WMS3229,TERENURE A,Class B,314707.7886,231638.9873
WMS2606,CLONTARF WEST C,Class B,318650.7952,236173.3349
WMS0273,NORTH CITY,Class A,315590.721,234585.8506
WMS0067,BOTANIC C,Class A,316000.038,236152.0897
WMS0136,MOUNTJOY A,Class A,316477.4827,234846.0003
WMS0901,PEMBROKE EAST C,Bigbelly Bin,319583.8814,231717.1979
WMS4599,DRUMFINN,Cast Iron,309793.4988,233695.2844
WMS3427,DRUMFINN,Class B,309332.8423,233730.2436
WMS3295,USHERS A,Class B,313494.8619,233715.5728
WMS4014,FINGLAS NORTH C,Cast Iron,313166.2898,239099.3041
WMS4416,SOUTH DOCK,Cast Iron,317181.1622,233909.2795
WMS0935,PEMBROKE WEST C,Bigbelly Bin,316649.7366,232799.7646
WMS1085,ARRAN QUAY C,Bigbelly Bin,314676.938,234339.2391
WMS4340,SOUTH DOCK,Cast Iron,316669.9745,233204.3307
WMS4546,DRUMFINN,Cast Iron,309854.8186,233684.2214
WMS1164,SAINT KEVINS,Bigbelly Bin,315923.7362,232510.6117
WMS0290,NORTH CITY,Class A,315473.5442,234512.56
WMS0546,ROYAL EXCHANGE B,Class A,315580.0788,233660.8599
WMS4384,MANSION HOUSE A,Cast Iron,316610.5305,233704.7175
WMS0361,NORTH CITY,Class A,315639.7406,234290.8194
WMS2896,NORTH DOCK B,Class B,317960.5786,235284.5323
WMS4532,DRUMFINN,Cast Iron,309762.5499,233696.5315
WMS4465,CHAPELIZOD,Cast Iron,310529.7925,234308.9921
WMS0602,PEMBROKE EAST D,Class A,319901.5466,230625.6256
WMS0365,NORTH CITY,Class A,315820.1205,234362.0681
WMS1072,CLONTARF EAST C,Bigbelly Bin,320121.8995,235812.664
WMS0317,ROTUNDA B,Class A,315637.3966,234969.3788
WMS2566,GRACE PARK,Class B,317473.5605,237263.3284
WMS0175,NORTH CITY,Class A,316106.9255,234551.4075
WMS3206,RATHMINES WEST E,Class B,314530.2833,230479.2347
WMS4369,SOUTH DOCK,Cast Iron,317059.2995,233120.763
WMS2784,BOTANIC B,Class B,315694.5707,236531.3432
WMS1084,CABRA EAST A,Bigbelly Bin,315096.31,235875.8344
WMS4162,NORTH DOCK C,Cast Iron,317181.4032,234602.8019
WMS2873,BALLYBOUGH B,Class B,316379.324,236060.9342
WMS0385,NORTH CITY,Class A,315682.8206,234447.0474
WMS1217,NORTH DOCK C,Bigbelly Bin,317099.057,234473.5936
WMS0272,NORTH CITY,Class A,315593.743,234576.7128
WMS2362,PRIORSWOOD D,Class B,319959.2843,239590.7829
WMS0771,SAINT KEVINS,Class A,315757.5924,232498.0057
WMS3461,BALLYGALL D,Class B,314702.2401,238279.6272
WMS3290,ARRAN QUAY B,Class B,314794.5842,234903.0095
WMS1241,SOUTH DOCK,Bigbelly Bin,317425.936,234289.894
WMS3556,CLONTARF WEST D,Class B,317967.1252,236566.658
WMS1316,WHITEHALL C,Class A,316737.2,239476.9876
WMS0113,MOUNTJOY A,Class A,316408.6128,234732.1459
WMS0349,NORTH CITY,Class A,315352.0417,234449.5974
WMS4386,MANSION HOUSE B,Cast Iron,316777.0148,233592.6458
WMS0144,MOUNTJOY A,Class A,316330.2516,234789.9366
WMS3393,KILMAINHAM B,Class B,311919.1321,233429.509
WMS1071,CLONTARF EAST B,Bigbelly Bin,320156.6315,235824.1171
WMS0355,NORTH CITY,Class A,315381.661,234328.7832
WMS2770,CABRA WEST D,Class B,313060.8733,235959.3555
WMS3517,BEAUMONT B,Class B,317895.7187,238718.0371
WMS2573,GRACE PARK,Class B,317247.5001,238056.9675
WMS0981,USHERS E,Class A,313371.4365,233092.3065
WMS2015,BALLYGALL A,Class B,313362.835,238758.4255
WMS0708,SAINT KEVINS,Class A,315623.9369,233022.0687
WMS2329,BEAUMONT D,Class B,318447.763,238030.7284
WMS0639,MANSION HOUSE B,Class A,315984.256,233925.0539
WMS0221,NORTH CITY,Class A,315932.4955,234639.889
WMS2545,GRACE PARK,Class B,318253.0651,237054.1331
WMS3144,RATHMINES EAST B,Class B,316882.9324,231566.3482
WMS0978,MERCHANTS QUAY B,Class A,314994.9038,233912.7709
WMS3287,ARRAN QUAY B,Class B,314829.4232,234738.5653
WMS2119,BALLYGALL B,Class B,314514.3363,238802.2834
WMS4505,MERCHANTS QUAY C,Cast Iron,314303.3801,233302.3967
WMS0086,BALLYBOUGH B,Class A,315834.7065,235799.7567
WMS1390,ROYAL EXCHANGE A,Bigbelly Bin,315738.8164,234194.5993
WMS2009,FINGLAS NORTH C,Class B,312963.4212,239755.2274
WMS1128,NORTH CITY,Bigbelly Bin,316214.9892,234486.9039
WMS2673,CLONTARF WEST D,Class B,318754.6736,236117.5546
WMS4511,MERCHANTS QUAY C,Cast Iron,314691.1627,233404.9661
WMS4516,MERCHANTS QUAY F,Cast Iron,313991.0437,232974.748
WMS2732,CABRA EAST A,Class B,314650.0477,236867.6999
WMS4382,MANSION HOUSE B,Cast Iron,316518.174,233556.5897
WMS0627,ROYAL EXCHANGE B,Class A,315934.9958,233783.1645
WMS0042,CLONTARF EAST C,Class A,319695.5849,235875.9623
WMS2552,CLONTARF WEST D,Class B,317889.8405,236379.3328
WMS4581,WOOD QUAY A,Cast Iron,315186.732,233782.0203
WMS4509,MERCHANTS QUAY C,Cast Iron,314891.125,233443.6406
WMS0503,BALLYGALL C,Class A,315022.9577,239106.3392
WMS0692,ROYAL EXCHANGE B,Class A,315678.0169,233296.4033
WMS4187,ARRAN QUAY B,Cast Iron,314360.1723,234874.1866
WMS3520,BALLYGALL A,Class B,313344.5298,239078.4697
WMS4202,MOUNTJOY B,Cast Iron,316092.4363,235365.9215
WMS3091,PEMBROKE EAST D,Class B,319338.7142,231171.9068
WMS0244,NORTH CITY,Class A,315918.3958,234564.2856
WMS2953,INNS QUAY C,Class B,314948.9215,234527.4348
WMS3267,TERENURE D,Class B,313887.8105,229407.5316
WMS0342,ROTUNDA B,Class A,315306.1136,234626.4088
WMS0911,PEMBROKE WEST A,Bigbelly Bin,317529.6006,232954.4057
WMS1626,MANSION HOUSE B,Class A,315911.1008,233697.5131
WMS0943,RATHMINES WEST B,Class A,315690.5898,232393.2517
WMS2741,BALLYGALL A,Class B,313337.0716,238731.9742
WMS3159,PEMBROKE WEST A,Class B,317513.7539,233539.5232
WMS2282,BEAUMONT B,Class B,318462.2949,239066.2845
WMS4077,GRANGE C,Cast Iron,322627.9327,239710.452
WMS1074,GRACE PARK,Bigbelly Bin,318278.5856,237744.7717
WMS4119,CLONTARF EAST D,Cast Iron,319257.0302,236289.737
WMS1391,ROYAL EXCHANGE A,Bigbelly Bin,315745.5081,234154.6455
WMS0423,INNS QUAY C,Class A,315268.6217,234217.9251
WMS0269,NORTH CITY,Class A,315648.2372,234601.6898
WMS0808,MANSION HOUSE B,Class A,315924.679,233708.9557
WMS0831,MANSION HOUSE B,Class A,316140.102,233706.4035
WMS2390,AYRFIELD,Class B,320338.8392,239581.8766
WMS0581,ROYAL EXCHANGE A,Class A,315376.1456,233300.4385
WMS2818,ASHTOWN A,Class B,311593.4661,236894.7526
WMS1362,EDENMORE,Bigbelly Bin,321000.3747,239082.2509
WMS4001,BOTANIC A,Cast Iron,315299.2083,236965.8539
WMS0254,NORTH CITY,Class A,315847.5522,234650.7548
WMS2783,CABRA WEST D,Class B,313059.0227,236064.018
WMS3114,RATHMINES EAST B,Class B,317464.9253,231674.3041
WMS4165,NORTH DOCK C,Cast Iron,316862.0691,234560.9639
WMS4215,ROTUNDA A,Cast Iron,315848.0647,235358.0311
WMS4314,ARRAN QUAY C,Cast Iron,314928.1518,234454.9466
WMS0044,CLONTARF EAST C,Class A,319871.6782,235833.3647
WMS2178,BALLYMUN A,Class B,314648.3423,240244.2356
WMS2277,BEAUMONT F,Class B,317477.475,238618.4539
WMS1357,BALLYMUN C,Class A,315604.2865,239823.6385
WMS1094,ARRAN QUAY E,Bigbelly Bin,314412.5635,234764.5907
WMS4578,NORTH DOCK C,Cast Iron,317206.0661,234748.9706
WMS0306,ROTUNDA A,Class A,315701.4466,235167.3185
WMS2955,INNS QUAY C,Class B,315195.569,234288.0579
WMS2892,CLONTARF WEST D,Class B,317647.7255,235668.888
WMS4467,ROTUNDA A,Cast Iron,316031.5686,234989.2158
WMS3096,PEMBROKE WEST B,Class B,317351.981,231845.2964
WMS2301,BEAUMONT C,Class B,318740.8266,238635.855
WMS0801,MANSION HOUSE B,Class A,315905.3436,233677.0449
WMS2401,GRANGE A,Class B,322252.1729,240697.436
WMS2911,ARRAN QUAY B,Class B,314526.9232,235665.303
WMS2269,BEAUMONT B,Class B,317873.0788,239176.5331
WMS2310,BEAUMONT C,Class B,319037.1919,238802.8413
WMS3258,,Class B,313298.8591,229828.0323
WMS3298,USHERS A,Class B,313727.2166,233825.3132
WMS4160,NORTH DOCK C,Cast Iron,317182.142,234800.2598
WMS3374,WALKINSTOWN A,Class B,310515.6773,231857.0073
WMS3205,RATHMINES WEST E,Class B,314707.6725,231089.521
WMS3530,WHITEHALL B,Class B,316889.5749,238421.8295
WMS0532,ROYAL EXCHANGE A,Class A,315736.6175,234258.03
WMS2868,DRUMCONDRA SOUTH B,Class B,316386.4232,236119.2292
WMS2761,WOOD QUAY B,Class B,315001.2356,232697.8148
WMS3522,CABRA WEST B,Class B,313207.7648,237113.2567
WMS0913,PEMBROKE WEST C,Bigbelly Bin,317373.5489,232764.8428
WMS0625,MANSION HOUSE B,Class A,315922.0691,233726.8594
WMS2798,ASHTOWN A,Class B,312308.6063,236478.6161
WMS2298,KILMORE D,Class B,318830.4908,239234.2325
WMS4398,MANSION HOUSE A,Cast Iron,316632.9608,233991.6517
WMS1120,NORTH CITY,Bigbelly Bin,315900.016,234378.6264
WMS2811,ASHTOWN A,Class B,311792.0118,237096.3329
WMS4362,SOUTH DOCK,Cast Iron,316641.873,232864.7057
WMS0352,NORTH CITY,Class A,315376.4829,234392.4255
WMS0946,RATHMINES WEST B,Class A,315653.6281,231957.7352
WMS0461,ROYAL EXCHANGE A,Class A,315411.6237,233977.9079
WMS1131,ROYAL EXCHANGE A,Bigbelly Bin,315950.0015,234327.7487
WMS0804,MANSION HOUSE B,Class A,316025.0675,233786.1818
WMS0492,ROYAL EXCHANGE A,Class A,315571.8434,234044.2877
WMS0586,MERCHANTS QUAY B,Class A,315105.0074,233499.5071
WMS0784,SOUTH DOCK,Class A,316563.868,232786.5727
WMS4143,NORTH DOCK C,Cast Iron,316827.1226,235212.0261
WMS1097,USHERS A,Bigbelly Bin,313734.4152,234215.1479
WMS2834,CLONTARF EAST D,Class B,318872.618,236054.0258
WMS2667,CLONTARF EAST B,Class B,320167.0948,235784.7523
WMS4148,NORTH DOCK C,Cast Iron,317013.7294,234970.2415
WMS0064,CLONTARF EAST B,Class A,321586.3008,236614.9422
WMS0963,MERCHANTS QUAY A,Class A,314779.2062,234166.5346
WMS1250,SOUTH DOCK,Bigbelly Bin,317291.4309,233909.1983
WMS0712,ROYAL EXCHANGE B,Class A,315597.2211,233187.9086
WMS2476,HARMONSTOWN B,Class B,319712.8817,238386.3172
WMS2905,ARRAN QUAY D,Class B,313690.1473,235162.6351
WMS4117,GRACE PARK,Cast Iron,317418.2925,237251.9837
WMS2848,BALLYBOUGH B,Class B,315832.7132,235778.8242
WMS0839,MANSION HOUSE A,Class A,316710.2111,234028.7038
WMS1261,SOUTH DOCK,Bigbelly Bin,317384.0519,234104.5466
WMS1330,CLONTARF EAST A,Class A,321315.5496,237791.9696
WMS2326,GRACE PARK,Class B,318284.1972,237744.7588
WMS0769,WOOD QUAY B,Class A,315068.2007,232414.2427
WMS0685,MANSION HOUSE B,Class A,315959.1149,233247.9537
WMS0238,NORTH CITY,Class A,315866.9608,234748.6795
WMS4476,USHERS B,Cast Iron,314334.2545,233932.8687
WMS2633,CLONTARF EAST A,Class B,321664.3601,236763.8786
WMS0690,ROYAL EXCHANGE B,Class A,315843.1339,233445.697
WMS0550,ROYAL EXCHANGE B,Class A,315645.3252,233846.078
WMS3617,SAINT KEVINS,Class B,315377.3742,233139.0999
WMS2894,NORTH DOCK B,Class B,317930.1252,235247.276
WMS3222,TERENURE B,Class B,314453.8571,230201.1163
WMS2886,NORTH DOCK B,Class B,317342.7757,235440.5815
WMS3608,ASHTOWN A,Class B,312185.794,237068.8462
WMS3272,TERENURE A,Class B,314096.0247,230829.8881
WMS4459,KILMAINHAM B,Cast Iron,312644.6862,233730.6491
WMS2091,BALLYMUN F,Class B,314054.4717,239167.516
WMS4057,PRIORSWOOD E,Cast Iron,318956.9427,240301.2786
WMS2724,CABRA EAST A,Class B,315041.0029,236029.7943
WMS4428,SAINT KEVINS,Cast Iron,316061.2808,232785.6126
WMS4377,SOUTH DOCK,Cast Iron,316780.457,233387.1015
WMS4473,MERCHANTS QUAY A,Cast Iron,314568.6617,233896.9054
WMS1077,CLONTARF WEST D,Bigbelly Bin,317864.9002,236342.5145
WMS0668,ROYAL EXCHANGE B,Class A,315692.182,233781.1286
WMS1374,MOUNTJOY A,Class A,316388.6396,234820.4116
WMS0102,MOUNTJOY B,Class A,316002.0121,235410.0891
WMS1171,RATHMINES WEST E,Bigbelly Bin,314513.4471,230219.9191
WMS2838,GRANGE D,Class B,321473.7261,238486.6749
WMS3266,TERENURE D,Class B,314336.0522,230092.9708
WMS3010,PEMBROKE EAST A,Class B,318055.6885,234089.5537
WMS3218,TERENURE D,Class B,314438.9922,229913.1741
WMS0402,NORTH CITY,Class A,315710.0775,234302.1032
WMS2666,CLONTARF EAST B,Class B,320287.1339,235717.3594
WMS1336,RATHMINES EAST A,Class A,316470.3876,231860.4932
WMS3061,PEMBROKE WEST B,Class B,317626.5596,232766.2679
WMS2005,BOTANIC B,Class B,316171.1235,236636.7222
WMS2367,KILMORE C,Class B,319345.5004,239629.5851
WMS2097,BALLYMUN E,Class B,314538.1539,239175.4233
WMS0425,INNS QUAY C,Class A,315110.0732,234189.8225
WMS2768,CABRA EAST B,Class B,314076.2532,236294.4073
WMS0028,BALLYMUN C,Class A,316169.8906,239406.8685
WMS2412,GRANGE C,Class B,322377.2948,239978.7775
WMS4501,USHERS C,Cast Iron,314345.1716,233719.0904
WMS4393,SOUTH DOCK,Cast Iron,316933.6304,233782.0734
WMS4535,DRUMFINN,Cast Iron,309706.1541,233702.4621
WMS1102,PEMBROKE WEST B,Bigbelly Bin,317808.5856,232509.5341
WMS0184,NORTH CITY,Class A,316015.1093,234447.5869
WMS2808,ASHTOWN A,Class B,312380.267,237245.8012
WMS4271,MOUNTJOY A,Cast Iron,316571.2643,235177.8534
WMS3099,PEMBROKE WEST B,Class B,317538.1155,231641.7268
WMS3336,WALKINSTOWN A,Class B,311162.3911,231030.8015
WMS0266,NORTH CITY,Class A,315686.7687,234614.3342
WMS4096,RAHENY-ST.ASSAM,Cast Iron,321624.5446,238213.4709
WMS0268,NORTH CITY,Class A,315664.8421,234607.2044
WMS3030,PEMBROKE EAST C,Class B,319548.994,231838.6307
WMS2689,DRUMCONDRA SOUTH A,Class B,316255.8202,236918.6057
WMS0284,NORTH CITY,Class A,315470.7535,234550.8668
WMS0558,ROYAL EXCHANGE A,Class A,315639.1364,233958.1741
WMS0288,NORTH CITY,Class A,315348.7887,234515.6531
WMS4587,MANSION HOUSE B,Cast Iron,316575.6466,233523.5817
WMS2142,WHITEHALL A,Class B,315672.7531,238833.6825
WMS4208,MOUNTJOY B,Cast Iron,316128.455,235468.2
WMS4315,ROTUNDA B,Cast Iron,315256.9369,234605.7751
WMS3367,KIMMAGE A,Class B,312467.3343,231213.7836
WMS2041,FINGLAS NORTH A,Class B,312439.5314,239923.3975
